order_id,order_datetime,product_name,category,quantity,unit_price,discount,total_amount,payment_method
ORD0000007,2023-09-05 14:38:44,牙刷,家居用品,2,14.86,0.0,29.72,支付宝
ORD0000007,2023-09-05 14:38:44,鼠标垫,电脑配件,1,24.74,6.66,18.08,信用卡
ORD0000008,2022-03-12 12:07:43,可乐,零食饮料,1,7.91,0.0,7.91,支付宝
ORD0000008,2022-03-12 12:07:43,坚果,零食饮料,1,42.57,0.0,42.57,支付宝
ORD0000008,2022-03-12 12:07:43,饼干,零食饮料,2,20.52,0.0,41.04,信用卡
ORD0000009,2022-06-03 01:31:21,USB转接头,电脑配件,1,36.88,0.0,36.88,京东支付
ORD0000009,2022-06-03 01:31:21,收纳盒,家居用品,1,42.54,0.0,42.54,支付宝
ORD0000010,2023-06-02 03:45:26,哑铃,运动户外,4,125.93,0.0,503.72,支付宝
ORD0000010,2023-06-02 03:45:26,杯子,家居用品,1,38.19,0.0,38.19,微信
ORD0000011,2022-04-18 15:51:35,网线,电脑配件,1,22.78,0.0,22.78,支付宝
ORD0000011,2022-04-18 15:51:35,键盘,电脑配件,4,148.26,0.0,593.04,信用卡
ORD0000012,2023-12-07 11:17:06,散热器,电脑配件,1,70.06,0.0,70.06,京东支付
ORD0000012,2023-12-07 11:17:06,杯子,家居用品,1,37.91,0.0,37.91,支付宝
ORD0000012,2023-12-07 11:17:06,键盘,电脑配件,1,133.69,0.0,133.69,支付宝
ORD0000013,2022-07-03 04:07:14,洗发水,个护美妆,1,50.42,0.0,50.42,支付宝
ORD0000014,2023-07-29 20:37:24,手机支架,手机配件,2,42.33,0.0,84.66,信用卡
ORD0000014,2023-07-29 20:37:24,数据线,手机配件,1,28.71,0.0,28.71,微信
ORD0000015,2022-02-14 03:38:16,可乐,零食饮料,2,8.81,1.93,15.69,信用卡
ORD0000015,2022-02-14 03:38:16,茶叶,零食饮料,1,76.33,0.0,76.33,微信
ORD0000015,2022-02-14 03:38:16,薯片,零食饮料,1,16.59,0.0,16.59,微信
ORD0000016,2023-03-29 13:35:10,护手霜,个护美妆,1,37.0,0.0,37.0,支付宝
ORD0000016,2023-03-29 13:35:10,护腕,运动户外,4,33.2,0.0,132.8,支付宝
ORD0000017,2023-07-05 19:21:24,咖啡,零食饮料,2,45.76,0.0,91.52,花呗
ORD0000017,2023-07-05 19:21:24,运动毛巾,运动户外,3,33.67,0.0,101.01,微信
ORD0000017,2023-07-05 19:21:24,饼干,零食饮料,3,18.69,0.0,56.07,支付宝
ORD0000018,2022-06-17 04:44:59,U盘,电脑配件,1,55.71,0.0,55.71,支付宝
ORD0000019,2022-10-02 22:01:46,护腕,运动户外,1,30.05,0.0,30.05,支付宝
ORD0000019,2022-10-02 22:01:46,瑜伽垫,运动户外,1,82.43,0.0,82.43,微信
ORD0000019,2022-10-02 22:01:46,跳绳,运动户外,2,25.71,11.72,39.7,花呗
ORD0000019,2022-10-02 22:01:46,运动水杯,运动户外,2,44.05,0.0,88.1,支付宝
ORD0000019,2022-10-02 22:01:46,面膜,个护美妆,2,32.82,0.0,65.64,支付宝
ORD0000020,2023-02-22 07:11:30,牙刷,家居用品,1,13.42,0.0,13.42,花呗
ORD0000021,2023-05-20 10:56:08,USB转接头,电脑配件,1,36.01,0.0,36.01,信用卡
ORD0000021,2023-05-20 10:56:08,U盘,电脑配件,2,49.88,0.0,99.76,支付宝
ORD0000021,2023-05-20 10:56:08,可乐,零食饮料,1,9.06,2.32,6.74,花呗
ORD0000022,2022-05-02 13:33:17,咖啡,零食饮料,4,54.74,0.0,218.96,支付宝
ORD0000022,2022-05-02 13:33:17,坚果,零食饮料,2,44.4,0.0,88.8,信用卡
ORD0000022,2022-05-02 13:33:17,茶叶,零食饮料,3,86.68,0.0,260.04,支付宝
ORD0000023,2023-11-21 20:17:36,茶叶,零食饮料,2,70.7,7.31,134.09,微信
ORD0000024,2023-07-02 14:52:41,充电器,手机配件,1,91.0,0.0,91.0,微信
ORD0000024,2023-07-02 14:52:41,手机壳,手机配件,3,38.41,0.0,115.23,京东支付
ORD0000024,2023-07-02 14:52:41,杯子,家居用品,1,40.36,0.0,40.36,信用卡
ORD0000025,2022-07-15 18:17:31,坚果,零食饮料,1,37.72,3.33,34.39,微信
ORD0000025,2022-07-15 18:17:31,杯子,家居用品,1,35.08,0.0,35.08,微信
ORD0000025,2022-07-15 18:17:31,洗面奶,个护美妆,1,55.85,0.0,55.85,微信
ORD0000025,2022-07-15 18:17:31,茶叶,零食饮料,1,70.29,0.0,70.29,花呗
ORD0000025,2022-07-15 18:17:31,饼干,零食饮料,1,17.57,0.0,17.57,信用卡
ORD0000026,2022-05-24 10:23:24,饼干,零食饮料,1,22.04,5.48,16.56,微信
ORD0000027,2022-05-16 14:40:48,USB转接头,电脑配件,2,34.88,0.0,69.76,花呗
ORD0000027,2022-05-16 14:40:48,U盘,电脑配件,2,47.94,0.0,95.88,微信
ORD0000027,2022-05-16 14:40:48,手机支架,手机配件,1,47.9,4.93,42.97,花呗
ORD0000027,2022-05-16 14:40:48,网线,电脑配件,2,19.89,2.16,37.62,支付宝
ORD0000027,2022-05-16 14:40:48,键盘,电脑配件,2,145.03,0.0,290.06,信用卡
ORD0000027,2022-05-16 14:40:48,鼠标,电脑配件,4,86.69,0.0,346.76,信用卡
ORD0000027,2022-05-16 14:40:48,鼠标垫,电脑配件,3,27.84,4.4,79.12,支付宝
ORD0000028,2022-01-09 13:49:44,拖鞋,家居用品,1,48.9,0.0,48.9,支付宝
ORD0000029,2022-04-17 10:08:36,坚果,零食饮料,1,40.1,0.0,40.1,支付宝
ORD0000029,2022-04-17 10:08:36,薯片,零食饮料,2,13.26,0.0,26.52,微信
ORD0000030,2023-09-11 21:46:40,可乐,零食饮料,1,8.41,0.0,8.41,信用卡
ORD0000030,2023-09-11 21:46:40,护手霜,个护美妆,1,43.11,0.0,43.11,微信
ORD0000030,2023-09-11 21:46:40,沐浴露,个护美妆,1,43.13,0.0,43.13,支付宝
ORD0000030,2023-09-11 21:46:40,洗面奶,个护美妆,2,65.97,0.0,131.94,信用卡
ORD0000030,2023-09-11 21:46:40,面膜,个护美妆,2,34.32,0.0,68.64,信用卡
ORD0000031,2022-04-10 18:36:25,手机壳,手机配件,3,36.67,0.0,110.01,微信
ORD0000031,2022-04-10 18:36:25,数据线,手机配件,1,31.75,0.0,31.75,支付宝
ORD0000031,2022-04-10 18:36:25,瑜伽垫,运动户外,1,71.43,0.0,71.43,京东支付
ORD0000031,2022-04-10 18:36:25,耳机,手机配件,1,146.24,0.0,146.24,花呗
ORD0000031,2022-04-10 18:36:25,钢化膜,手机配件,3,21.8,5.31,60.09,支付宝
ORD0000032,2022-05-03 14:09:14,U盘,电脑配件,2,57.31,7.04,107.58,支付宝
ORD0000033,2022-12-09 19:56:19,哑铃,运动户外,1,111.6,0.0,111.6,支付宝
ORD0000033,2022-12-09 19:56:19,笔记本包,电脑配件,1,115.96,0.0,115.96,花呗
ORD0000033,2022-12-09 19:56:19,运动毛巾,运动户外,1,25.76,0.0,25.76,微信
ORD0000034,2022-06-29 23:00:39,散热器,电脑配件,1,65.63,0.0,65.63,花呗
ORD0000034,2022-06-29 23:00:39,瑜伽垫,运动户外,4,69.77,0.0,279.08,花呗
ORD0000034,2022-06-29 23:00:39,笔记本包,电脑配件,1,120.37,0.0,120.37,微信
ORD0000035,2022-03-13 17:44:21,沐浴露,个护美妆,1,57.39,10.05,47.34,花呗
ORD0000035,2022-03-13 17:44:21,牙膏,个护美妆,2,19.69,3.43,35.95,信用卡
ORD0000035,2022-03-13 17:44:21,运动毛巾,运动户外,1,25.86,0.0,25.86,花呗
ORD0000035,2022-03-13 17:44:21,面膜,个护美妆,3,31.06,0.0,93.18,信用卡
ORD0000036,2023-07-24 20:54:15,充电器,手机配件,2,76.72,0.0,153.44,微信
ORD0000036,2023-07-24 20:54:15,手机支架,手机配件,4,38.33,0.0,153.32,京东支付
ORD0000036,2023-07-24 20:54:15,数据线,手机配件,1,27.29,1.95,25.34,支付宝
ORD0000036,2023-07-24 20:54:15,移动电源,手机配件,1,113.14,0.0,113.14,花呗
ORD0000036,2023-07-24 20:54:15,耳机,手机配件,2,155.88,0.0,311.76,微信
ORD0000037,2023-12-09 03:43:08,护腕,运动户外,2,34.99,0.0,69.98,微信
ORD0000037,2023-12-09 03:43:08,运动毛巾,运动户外,1,30.55,0.0,30.55,支付宝
ORD0000037,2023-12-09 03:43:08,运动袜,运动户外,1,24.63,0.0,24.63,微信
ORD0000038,2022-07-01 05:33:09,充电器,手机配件,1,91.85,0.0,91.85,支付宝
ORD0000038,2022-07-01 05:33:09,手机壳,手机配件,3,34.56,0.0,103.68,支付宝
ORD0000038,2022-07-01 05:33:09,数据线,手机配件,1,29.06,0.0,29.06,花呗
ORD0000038,2022-07-01 05:33:09,自拍杆,手机配件,1,52.67,0.0,52.67,微信
ORD0000038,2022-07-01 05:33:09,钢化膜,手机配件,1,27.86,4.51,23.35,支付宝
ORD0000039,2022-04-30 09:37:45,运动毛巾,运动户外,2,33.78,0.0,67.56,信用卡
ORD0000039,2022-04-30 09:37:45,运动水杯,运动户外,3,53.28,0.0,159.84,微信
ORD0000040,2023-03-21 21:13:07,可乐,零食饮料,2,9.06,0.0,18.12,信用卡
ORD0000041,2022-07-10 05:46:14,垃圾桶,家居用品,2,30.12,0.0,60.24,花呗
ORD0000041,2022-07-10 05:46:14,收纳盒,家居用品,1,42.66,0.0,42.66,信用卡
ORD0000041,2022-07-10 05:46:14,毛巾,家居用品,1,32.98,0.0,32.98,支付宝
ORD0000041,2022-07-10 05:46:14,牙刷,家居用品,2,15.44,0.0,30.88,支付宝
ORD0000041,2022-07-10 05:46:14,牙膏,个护美妆,2,18.64,0.0,37.28,微信
ORD0000042,2023-01-05 15:13:08,可乐,零食饮料,1,8.85,0.0,8.85,支付宝
ORD0000042,2023-01-05 15:13:08,垃圾桶,家居用品,1,32.38,0.0,32.38,微信
ORD0000042,2023-01-05 15:13:08,薯片,零食饮料,2,17.03,0.0,34.06,信用卡
ORD0000043,2022-08-05 02:43:48,网线,电脑配件,2,21.53,0.0,43.06,支付宝
ORD0000044,2022-01-09 15:29:10,口红,个护美妆,2,127.37,0.0,254.74,支付宝
ORD0000044,2022-01-09 15:29:10,护手霜,个护美妆,3,40.35,0.0,121.05,支付宝
ORD0000044,2022-01-09 15:29:10,香水,个护美妆,1,273.1,0.0,273.1,花呗
ORD0000045,2022-05-23 22:20:29,散热器,电脑配件,1,66.77,0.0,66.77,微信
ORD0000045,2022-05-23 22:20:29,笔记本包,电脑配件,1,112.7,0.0,112.7,微信
ORD0000046,2023-07-16 10:43:23,口红,个护美妆,3,104.88,0.0,314.64,微信
ORD0000046,2023-07-16 10:43:23,沐浴露,个护美妆,1,46.65,11.97,34.68,微信
ORD0000046,2023-07-16 10:43:23,牙膏,个护美妆,1,15.89,0.0,15.89,支付宝
ORD0000046,2023-07-16 10:43:23,面膜,个护美妆,1,34.61,0.0,34.61,信用卡
ORD0000047,2022-07-09 05:58:47,收纳盒,家居用品,2,43.32,11.9,74.74,支付宝
ORD0000047,2022-07-09 05:58:47,数据线,手机配件,2,26.98,0.0,53.96,微信
ORD0000048,2022-10-11 11:44:48,散热器,电脑配件,1,69.85,0.0,69.85,微信
ORD0000049,2022-09-25 02:30:59,沐浴露,个护美妆,1,56.96,0.0,56.96,微信
ORD0000049,2022-09-25 02:30:59,香水,个护美妆,1,216.24,58.85,157.39,信用卡
ORD0000050,2023-01-21 06:30:01,手机壳,手机配件,1,31.9,0.0,31.9,支付宝
ORD0000050,2023-01-21 06:30:01,洗发水,个护美妆,4,39.21,0.0,156.84,支付宝
ORD0000050,2023-01-21 06:30:01,自拍杆,手机配件,2,52.97,0.0,105.94,支付宝
ORD0000050,2023-01-21 06:30:01,钢化膜,手机配件,3,21.43,0.0,64.29,支付宝
ORD0000051,2022-08-12 04:27:37,手机支架,手机配件,1,48.25,4.57,43.68,微信
ORD0000051,2022-08-12 04:27:37,数据线,手机配件,1,32.95,0.0,32.95,支付宝
ORD0000052,2022-06-05 21:19:52,哑铃,运动户外,2,106.77,0.0,213.54,微信
ORD0000052,2022-06-05 21:19:52,运动袜,运动户外,3,27.74,0.0,83.22,支付宝
ORD0000053,2023-10-06 08:53:34,杯子,家居用品,1,45.92,0.0,45.92,支付宝
ORD0000053,2023-10-06 08:53:34,糖果,零食饮料,2,13.0,3.24,22.76,微信
ORD0000053,2023-10-06 08:53:34,茶叶,零食饮料,1,80.42,0.0,80.42,支付宝
ORD0000054,2022-09-09 16:15:47,笔记本包,电脑配件,3,112.11,0.0,336.33,微信
ORD0000054,2022-09-09 16:15:47,鼠标,电脑配件,2,78.18,0.0,156.36,花呗
ORD0000054,2022-09-09 16:15:47,鼠标垫,电脑配件,3,24.73,0.0,74.19,支付宝
ORD0000055,2023-12-03 11:20:25,充电器,手机配件,1,71.32,19.69,51.63,微信
ORD0000055,2023-12-03 11:20:25,数据线,手机配件,3,31.83,0.0,95.49,支付宝
ORD0000056,2023-07-10 07:06:45,口红,个护美妆,2,108.94,0.0,217.88,支付宝
ORD0000056,2023-07-10 07:06:45,笔记本包,电脑配件,2,133.0,0.0,266.0,微信
ORD0000057,2022-11-23 05:55:23,坚果,零食饮料,1,39.63,0.0,39.63,支付宝
ORD0000057,2022-11-23 05:55:23,巧克力,零食饮料,2,25.84,0.0,51.68,支付宝
ORD0000057,2022-11-23 05:55:23,薯片,零食饮料,1,13.26,0.0,13.26,信用卡
ORD0000058,2023-10-20 14:38:34,饼干,零食饮料,1,19.2,0.0,19.2,花呗
ORD0000059,2023-01-29 11:45:39,拖鞋,家居用品,2,50.6,0.0,101.2,微信
ORD0000059,2023-01-29 11:45:39,杯子,家居用品,1,45.27,0.0,45.27,花呗
ORD0000059,2023-01-29 11:45:39,毛巾,家居用品,1,31.98,0.0,31.98,支付宝
ORD0000059,2023-01-29 11:45:39,衣架,家居用品,1,18.13,4.5,13.63,花呗
ORD0000060,2022-12-21 02:08:55,沐浴露,个护美妆,3,47.15,32.32,109.13,支付宝
ORD0000060,2022-12-21 02:08:55,洗发水,个护美妆,1,39.47,4.67,34.8,支付宝
ORD0000060,2022-12-21 02:08:55,面膜,个护美妆,2,30.71,0.0,61.42,支付宝
ORD0000061,2023-10-04 11:26:14,手机壳,手机配件,1,33.76,0.0,33.76,微信
ORD0000061,2023-10-04 11:26:14,钢化膜,手机配件,2,22.35,0.0,44.7,支付宝
ORD0000062,2022-02-03 21:59:31,运动水杯,运动户外,1,43.29,0.0,43.29,支付宝
ORD0000062,2022-02-03 21:59:31,香水,个护美妆,1,264.82,0.0,264.82,信用卡
ORD0000063,2023-02-22 06:56:29,手机壳,手机配件,2,32.3,4.98,59.62,信用卡
ORD0000063,2023-02-22 06:56:29,手机支架,手机配件,2,44.37,0.0,88.74,信用卡
ORD0000063,2023-02-22 06:56:29,数据线,手机配件,1,27.94,0.0,27.94,微信
ORD0000063,2023-02-22 06:56:29,自拍杆,手机配件,1,57.79,0.0,57.79,微信
ORD0000063,2023-02-22 06:56:29,钢化膜,手机配件,1,22.96,1.38,21.58,信用卡
ORD0000064,2023-07-20 20:37:46,拖鞋,家居用品,2,46.99,0.0,93.98,信用卡
ORD0000065,2022-05-21 08:36:42,USB转接头,电脑配件,1,31.19,0.0,31.19,信用卡
ORD0000065,2022-05-21 08:36:42,U盘,电脑配件,2,51.15,0.0,102.3,支付宝
ORD0000065,2022-05-21 08:36:42,网线,电脑配件,1,21.89,0.0,21.89,微信
ORD0000065,2022-05-21 08:36:42,键盘,电脑配件,2,162.66,0.0,325.32,支付宝
ORD0000065,2022-05-21 08:36:42,鼠标,电脑配件,2,70.9,0.0,141.8,微信
ORD0000066,2023-09-21 15:22:01,USB转接头,电脑配件,1,34.62,0.0,34.62,支付宝
ORD0000066,2023-09-21 15:22:01,自拍杆,手机配件,1,56.47,0.0,56.47,信用卡
ORD0000066,2023-09-21 15:22:01,钢化膜,手机配件,1,28.41,0.0,28.41,微信
ORD0000067,2022-03-15 20:47:55,抱枕,家居用品,1,56.69,0.0,56.69,微信
ORD0000067,2022-03-15 20:47:55,牙刷,家居用品,1,16.63,2.14,14.49,花呗
ORD0000068,2023-01-14 11:52:39,充电器,手机配件,1,75.35,6.3,69.05,微信
ORD0000068,2023-01-14 11:52:39,数据线,手机配件,1,30.89,0.0,30.89,支付宝
ORD0000068,2023-01-14 11:52:39,薯片,零食饮料,2,13.37,0.0,26.74,微信
ORD0000069,2022-07-21 09:16:47,洗面奶,个护美妆,4,55.29,29.76,191.4,信用卡
ORD0000069,2022-07-21 09:16:47,面膜,个护美妆,2,32.74,0.0,65.48,京东支付
ORD0000069,2022-07-21 09:16:47,香水,个护美妆,3,272.61,0.0,817.83,支付宝
ORD0000070,2022-10-03 08:17:03,牙膏,个护美妆,2,18.21,4.9,31.52,信用卡
ORD0000071,2023-06-26 00:02:22,衣架,家居用品,2,20.89,0.0,41.78,微信
ORD0000072,2022-02-23 18:44:36,抱枕,家居用品,1,67.33,18.02,49.31,支付宝
ORD0000072,2022-02-23 18:44:36,键盘,电脑配件,2,138.45,0.0,276.9,支付宝
ORD0000073,2023-03-02 22:06:48,护手霜,个护美妆,1,34.51,0.0,34.51,支付宝
ORD0000073,2023-03-02 22:06:48,面膜,个护美妆,1,30.42,0.0,30.42,信用卡
ORD0000074,2022-11-06 15:40:53,充电器,手机配件,1,84.41,0.0,84.41,花呗
ORD0000074,2022-11-06 15:40:53,数据线,手机配件,2,30.12,15.94,44.3,京东支付
ORD0000075,2023-01-13 11:14:24,糖果,零食饮料,1,13.61,0.0,13.61,微信
ORD0000076,2023-07-03 10:28:28,手机壳,手机配件,1,33.37,0.0,33.37,微信
ORD0000076,2023-07-03 10:28:28,手机支架,手机配件,1,43.42,0.0,43.42,支付宝
ORD0000076,2023-07-03 10:28:28,移动电源,手机配件,3,105.56,0.0,316.68,支付宝
ORD0000076,2023-07-03 10:28:28,钢化膜,手机配件,1,22.01,0.0,22.01,支付宝
ORD0000077,2022-04-17 13:11:08,健身手套,运动户外,1,43.44,0.0,43.44,微信
ORD0000077,2022-04-17 13:11:08,哑铃,运动户外,2,113.25,0.0,226.5,支付宝
ORD0000077,2022-04-17 13:11:08,跳绳,运动户外,4,28.0,0.0,112.0,支付宝
ORD0000077,2022-04-17 13:11:08,运动袜,运动户外,1,21.63,0.0,21.63,支付宝
ORD0000078,2022-08-08 13:50:46,钢化膜,手机配件,1,25.1,0.0,25.1,花呗
ORD0000079,2023-05-27 15:29:04,手机壳,手机配件,4,33.57,0.0,134.28,支付宝
ORD0000079,2023-05-27 15:29:04,洗发水,个护美妆,3,41.43,0.0,124.29,微信
ORD0000079,2023-05-27 15:29:04,移动电源,手机配件,2,117.48,0.0,234.96,微信
ORD0000079,2023-05-27 15:29:04,耳机,手机配件,1,158.8,0.0,158.8,京东支付
ORD0000079,2023-05-27 15:29:04,钢化膜,手机配件,1,25.33,1.44,23.89,支付宝
ORD0000080,2022-12-02 17:02:40,垃圾桶,家居用品,2,31.74,0.0,63.48,支付宝
ORD0000080,2022-12-02 17:02:40,抱枕,家居用品,2,59.11,0.0,118.22,微信
ORD0000080,2022-12-02 17:02:40,牙刷,家居用品,2,16.1,4.4,27.8,微信
ORD0000080,2022-12-02 17:02:40,衣架,家居用品,1,20.08,0.0,20.08,微信
ORD0000081,2023-04-28 22:14:41,移动电源,手机配件,1,126.11,0.0,126.11,支付宝
ORD0000081,2023-04-28 22:14:41,耳机,手机配件,2,134.47,0.0,268.94,支付宝
ORD0000081,2023-04-28 22:14:41,钢化膜,手机配件,1,23.15,0.0,23.15,京东支付
ORD0000082,2023-03-08 23:49:55,USB转接头,电脑配件,1,35.65,8.65,27.0,微信
ORD0000082,2023-03-08 23:49:55,洗发水,个护美妆,1,44.03,0.0,44.03,微信
ORD0000082,2023-03-08 23:49:55,面膜,个护美妆,1,33.71,0.0,33.71,微信
ORD0000083,2023-02-11 21:37:41,毛巾,家居用品,1,30.65,0.0,30.65,微信
ORD0000083,2023-02-11 21:37:41,键盘,电脑配件,1,169.37,0.0,169.37,支付宝
ORD0000083,2023-02-11 21:37:41,鼠标,电脑配件,1,70.29,0.0,70.29,支付宝
ORD0000084,2023-08-18 10:37:36,糖果,零食饮料,1,10.92,0.0,10.92,支付宝
ORD0000085,2022-03-16 07:09:33,手机壳,手机配件,2,40.02,0.0,80.04,支付宝
ORD0000085,2022-03-16 07:09:33,数据线,手机配件,1,30.64,0.0,30.64,花呗
ORD0000085,2022-03-16 07:09:33,钢化膜,手机配件,4,23.0,0.0,92.0,花呗
ORD0000086,2022-05-23 23:02:44,运动水杯,运动户外,1,56.68,10.53,46.15,微信
ORD0000087,2023-12-20 03:35:42,可乐,零食饮料,1,8.5,0.0,8.5,微信
ORD0000087,2023-12-20 03:35:42,巧克力,零食饮料,1,26.25,0.0,26.25,信用卡
ORD0000087,2023-12-20 03:35:42,饼干,零食饮料,2,19.16,0.0,38.32,信用卡
ORD0000088,2022-08-08 06:25:54,键盘,电脑配件,1,138.56,0.0,138.56,微信
ORD0000089,2023-03-06 09:40:15,充电器,手机配件,4,69.31,0.0,277.24,支付宝
ORD0000090,2023-10-26 13:07:50,自拍杆,手机配件,1,54.84,0.0,54.84,信用卡
ORD0000091,2022-01-27 17:18:12,充电器,手机配件,1,82.11,0.0,82.11,花呗
ORD0000091,2022-01-27 17:18:12,自拍杆,手机配件,1,59.72,0.0,59.72,支付宝
ORD0000092,2023-05-08 21:07:42,USB转接头,电脑配件,1,30.51,0.0,30.51,花呗
ORD0000092,2023-05-08 21:07:42,垃圾桶,家居用品,1,40.02,0.0,40.02,支付宝
ORD0000093,2022-05-01 01:44:35,自拍杆,手机配件,1,61.28,0.0,61.28,花呗
ORD0000094,2022-09-24 21:31:54,运动水杯,运动户外,1,52.46,0.0,52.46,微信
ORD0000095,2022-02-13 13:47:24,口红,个护美妆,1,118.34,0.0,118.34,微信
ORD0000095,2022-02-13 13:47:24,沐浴露,个护美妆,1,54.38,11.14,43.24,花呗
ORD0000095,2022-02-13 13:47:24,香水,个护美妆,1,242.95,0.0,242.95,支付宝
ORD0000096,2023-07-25 19:19:26,巧克力,零食饮料,2,24.01,0.0,48.02,微信
ORD0000096,2023-07-25 19:19:26,移动电源,手机配件,3,131.07,0.0,393.21,支付宝
ORD0000097,2023-06-25 04:05:22,USB转接头,电脑配件,1,32.0,4.22,27.78,支付宝
ORD0000097,2023-06-25 04:05:22,散热器,电脑配件,1,62.4,0.0,62.4,京东支付
ORD0000098,2022-10-29 07:46:26,咖啡,零食饮料,4,54.33,0.0,217.32,支付宝
ORD0000099,2023-07-25 16:57:30,咖啡,零食饮料,1,53.03,0.0,53.03,信用卡
ORD0000099,2023-07-25 16:57:30,坚果,零食饮料,4,44.08,34.42,141.9,支付宝
ORD0000099,2023-07-25 16:57:30,巧克力,零食饮料,1,23.12,0.0,23.12,信用卡
ORD0000099,2023-07-25 16:57:30,糖果,零食饮料,1,12.22,0.0,12.22,微信
ORD0000099,2023-07-25 16:57:30,饼干,零食饮料,3,17.53,0.0,52.59,微信
ORD0000100,2022-05-25 22:25:50,笔记本包,电脑配件,2,133.32,0.0,266.64,微信
ORD0000100,2022-05-25 22:25:50,键盘,电脑配件,1,128.49,31.08,97.41,支付宝
ORD0000100,2022-05-25 22:25:50,鼠标,电脑配件,1,78.96,16.53,62.43,支付宝
ORD0000101,2022-02-02 02:52:48,手机壳,手机配件,2,32.11,0.0,64.22,花呗
ORD0000101,2022-02-02 02:52:48,笔记本包,电脑配件,1,106.6,17.55,89.05,支付宝
ORD0000102,2023-03-04 21:42:52,手机壳,手机配件,1,31.56,0.0,31.56,微信
ORD0000102,2023-03-04 21:42:52,手机支架,手机配件,2,51.27,0.0,102.54,花呗
ORD0000102,2023-03-04 21:42:52,移动电源,手机配件,3,118.11,0.0,354.33,微信
ORD0000102,2023-03-04 21:42:52,耳机,手机配件,1,142.37,0.0,142.37,微信
ORD0000102,2023-03-04 21:42:52,钢化膜,手机配件,2,22.34,11.78,32.9,微信
ORD0000103,2023-08-10 00:32:02,口红,个护美妆,4,107.89,0.0,431.56,微信
ORD0000103,2023-08-10 00:32:02,护手霜,个护美妆,1,38.48,0.0,38.48,信用卡
ORD0000103,2023-08-10 00:32:02,沐浴露,个护美妆,3,54.01,34.47,127.56,信用卡
ORD0000103,2023-08-10 00:32:02,牙膏,个护美妆,4,18.11,0.0,72.44,微信
ORD0000104,2022-05-06 20:04:17,手机壳,手机配件,1,33.69,0.0,33.69,支付宝
ORD0000104,2022-05-06 20:04:17,手机支架,手机配件,1,43.53,0.0,43.53,支付宝
ORD0000104,2022-05-06 20:04:17,移动电源,手机配件,4,133.34,0.0,533.36,微信
ORD0000105,2023-09-10 01:11:12,健身手套,运动户外,1,43.39,0.0,43.39,花呗
ORD0000105,2023-09-10 01:11:12,跳绳,运动户外,1,33.66,0.0,33.66,花呗
ORD0000105,2023-09-10 01:11:12,运动袜,运动户外,2,24.7,0.0,49.4,微信
ORD0000106,2023-08-31 02:46:31,收纳盒,家居用品,1,44.42,0.0,44.42,信用卡
ORD0000106,2023-08-31 02:46:31,牙刷,家居用品,2,13.88,0.0,27.76,支付宝
ORD0000107,2022-06-19 09:40:02,坚果,零食饮料,1,40.76,0.0,40.76,支付宝
ORD0000107,2022-06-19 09:40:02,杯子,家居用品,1,43.26,0.0,43.26,微信
ORD0000107,2022-06-19 09:40:02,洗发水,个护美妆,2,43.62,0.0,87.24,信用卡
ORD0000107,2022-06-19 09:40:02,糖果,零食饮料,1,11.52,0.0,11.52,支付宝
ORD0000107,2022-06-19 09:40:02,茶叶,零食饮料,1,91.83,0.0,91.83,京东支付
